Date,GEV
2024-08-21,0.0014130279079243024
2024-08-22,0.009443125270387265
2024-08-23,-0.01456990995534757
2024-08-26,-0.006328705839587223
2024-08-27,0.01877773164639085
2024-08-28,-0.008353458525624746
2024-08-29,0.03999992355723414
2024-08-30,0.050376249755024416
2024-09-03,-0.04203972133757361
2024-09-04,0.03676962520614335
2024-09-05,-0.00596102724560732
2024-09-06,-0.0005543294905214768
2024-09-09,0.01754649275965603
2024-09-10,0.0009909795182161396
2024-09-11,0.035344783742743635
2024-09-12,0.029261409655203074
2024-09-13,0.047939738370930574
2024-09-16,0.019238340080090843
2024-09-17,0.031400949801434264
2024-09-18,-0.006240747249607437
2024-09-19,0.03725549471936063
2024-09-20,0.0041316933313135795
2024-09-23,0.024729077551947753
2024-09-24,0.015703939970983738
2024-09-25,-0.0016831292296282108
2024-09-26,-0.015016710710050063
2024-09-27,-0.005413555340526677
2024-09-30,0.02049141081977579
2024-10-01,0.006078906524737748
2024-10-02,-0.016528183852191458
2024-10-03,0.009473158465261644
2024-10-04,0.042838028304716724
2024-10-07,-0.011483772164778583
2024-10-08,0.006589440078116349
2024-10-09,0.00881687983209023
2024-10-10,-0.007427047914758456
2024-10-11,0.008578392005903268
2024-10-14,0.009779312991748279
2024-10-15,-0.011651296611228101
2024-10-16,0.03157377187312127
2024-10-17,-0.01008097698976862
2024-10-18,0.002646943233600929
2024-10-21,0.013603854204857324
2024-10-22,-3.617086986185125e-05
2024-10-23,0.012517232945620016
2024-10-24,0.06116895696328317
2024-10-25,-0.011649877912919937
2024-10-28,-0.014682824735687272
2024-10-29,0.0329841187850306
2024-10-30,-0.0039159618198072454
2024-10-31,0.013642362114308249
2024-11-01,-0.0018894030236530357
2024-11-04,-0.018698860860919875
2024-11-05,0.06874023055881207
2024-11-06,0.0650156492598144
2024-11-07,0.0014273864534943836
2024-11-08,0.013064954246920557
2024-11-11,0.02421002792520288
2024-11-12,-0.07363208258339471
2024-11-13,0.02950179461394775
2024-11-14,-0.02166491543630955
2024-11-15,0.01140967757485356
2024-11-18,-0.01331267041759232
2024-11-19,0.04496424056197146
2024-11-20,0.008147000340844812
2024-11-21,-0.008518718075436138
2024-11-22,0.027394333091157685
2024-11-25,-0.05779577896488308
2024-11-26,0.030123347550848
2024-11-27,-0.010504976573400548
2024-11-29,-0.003608286904903002
2024-12-02,0.010235808509261757
2024-12-03,-0.016649731220565123
2024-12-04,0.03564095338437934
2024-12-05,0.012741870491822294
2024-12-06,-0.004653362686934837
2024-12-09,-0.03249559777398037
2024-12-10,-0.023445095823782403
2024-12-11,0.05012361037561308
2024-12-12,-0.040401362362317395
2024-12-13,0.006365295561105766
2024-12-16,0.017168162229159067
2024-12-17,-0.027745574825415953
2024-12-18,-0.034171970290085785
2024-12-19,0.04944501370483545
2024-12-20,0.030401437565136025
2024-12-23,0.006595542498261553
2024-12-24,0.006871137493173585
2024-12-26,-0.012151272058250395
2024-12-27,-0.02702082405244055
2024-12-30,-0.01060497842125152
2024-12-31,-0.0040271954575678
